id,label
HIUS 199,HIUS 199. Independent Study in United States History (4)
HIUS 265,HIUS 265. The Problem with Freedom (4)
HIUS 274,HIUS 274. Race Wars in American Culture (4)
HIUS 286,HIUS 286. Topics in US Economic History (4)
HIGR 200,HIGR 200. History and Theory (4)
HIGR 203,HIGR 203. Madness and Society (4)
HIGR 204,HIGR 204. History of Capitalism (4)
HIGR 205,HIGR 205. Historical Scholarship on Women and Gender (4)
HIGR 206,HIGR 206. Histories of the Body (4)
HIGR 207,"HIGR 207. Nationalism, Colonialism, and Race (4)"
HIGR 208,HIGR 208. Graduate Professional Development (4)
HIGR 209,HIGR 209. Historical Pedagogy (4)
HIGR 210,HIGR 210. Historical Scholarship on Modern Chinese History (4)
HIGR 211,HIGR 211. Historical Scholarship on Modern Japanese History (4)
HIGR 212,HIGR 212. Historical Scholarship on Modern East Asian History (4)
HIGR 214,HIGR 214. Historical Scholarship on Modern Korean History (4)
"HIGR
		  215A-B","HIGR
		  215A-B. Research Seminar in Modern Chinese History (4-4)"
"HIGR
		  216A-B","HIGR
		  216A-B. Research Seminar in Modern Japanese History (4-4)"
HIGR 217A,HIGR 217A. Historical Scholarship on Premodern Chinese History I (4)
HIGR 217B,HIGR 217B. Historical Scholarship on Premodern Chinese History II (4)
HIGR 217C,HIGR 217C. Historical Scholarship on Premodern Chinese History III (4)
HIGR 218A,HIGR 218A. Graduate Seminar in Premodern Chinese History (4)
HIGR 218B,HIGR 218B. Graduate Seminar in Premodern Chinese History (4)
HIGR 219A-B,HIGR 219A-B. Research Seminar in Modern Korean History (4-4)
HIGR 220,"HIGR 220. Historical Scholarship on European History, 1500–1715 (4)"
HIGR 221,"HIGR 221. Historical Scholarship on European History, 1715–1850 (4)"
HIGR 222,"HIGR 222. Historical Scholarship on European History, since 1850 (4)"
HIGR 223A-B,HIGR 223A-B. Research Seminar in Medieval History (4-4)
HIGR 224,HIGR 224. Readings in Twentieth-Century German History (4)
HIGR 225,HIGR 225. Readings in Modern Russian History (4)
HIGR 226,HIGR 226. Readings in Modern Spanish History (4)
HIGR 227A-B,HIGR 227A-B. Seminar in Spanish History (4-4)
HIGR 228,"HIGR 228. Historical Scholarship on Greece and the Balkans, 1768–1923 (4)"
HIGR 229,"HIGR 229. Historical Scholarship on Greece and the Balkans, 1923–2000 (4)"
"HIGR
		  230A-B","HIGR
		  230A-B. Research Seminar in European History (4-4)"
HIGR 234,HIGR 234. Eastern Mediterranean Archaeology: New Perspectives (4)
"HIGR
		  236A-B","HIGR
		  236A-B. Research Seminar in History of Science (4-4)"
HIGR 238,HIGR 238. Introduction to Science Studies (4)
HIGR 239,HIGR 239. Seminar in Science Studies (4)
HIGR 240,HIGR 240. Colloquium in Science Studies (4)
HIGR 241,HIGR 241. Advanced Approaches to Science Studies (4)
HIGR 244,HIGR 244. Introduction to Sound Studies (4)
HIGR 245,"HIGR 245. Revolution, Empire, and State Violence in Latin America and the Caribbean (4)"
"HIGR
		  247A-B","HIGR
		  247A-B. Research Seminar in Colonial Latin America (4-4)"
"HIGR
		  248A-B","HIGR
		  248A-B. Research Seminar in Latin America, National Period (4-4)"
HIGR 249,HIGR 249. Topics in Colonial Latin America (4)
HIGR 252,"HIGR 252. History, Social Evolution, and Intellectuals in the Andes: Mariátegui, Haya de la Torre, and Arguedas (4)"
HIGR 254,HIGR 254. Historical Scholarship in Ancient History (4)
HIGR 255,HIGR 255. Readings in Ancient Greek History (4)
HIGR 256,HIGR 256. Readings in Ancient Roman History (4)
HIGR 258,HIGR 258. Historical Scholarship in Medieval History (4)
HIGR 259,HIGR 259. Special Topics in Ancient History (4)
HIGR 260A-B,HIGR 260A-B. Research Seminar in Ancient History (4-4)
HIGR 264,HIGR 264. Topics in Pre-Islamic Jewish History (4)
"HIGR
		  265A-B-C","HIGR
		  265A-B-C. Historical Scholarship on American History (4-4-4)"
"HIGR
		  267A-B","HIGR
		  267A-B. Research Seminar in United States History (4-4)"
HIGR 274A,HIGR 274A. Historical Scholarship on the Early Modern Middle East (4)
HIGR 274B,"HIGR 274B. Historical Scholarship on Modern Middle East, Nineteenth and Twentieth Centuries (4)"
HIGR 274C,"HIGR 274C. Historical Scholarship on Modern Middle East, Colonial, National, and Postcolonial Eras (4)"
HIGR 275A-B,HIGR 275A-B. Research Seminar in Middle Eastern History (4-4)
HIGR 280,HIGR 280. Global History: Approaches to the Early Modern Era (4)
HIGR 281,HIGR 281. Global History: Approaches to the Modern Era (4)
HIGR 282,HIGR 282. Topics in Global History (4)
HIGR 295,HIGR 295. Thesis Seminar (4)
HIGR 298,HIGR 298. Directed Reading (1–12)
HIGR 299,HIGR 299. PhD Thesis Direction (1–12)
HIGR 500,HIGR 500. Apprentice Teaching in History (1–4)
HIGR 502,"HIGR 502. Apprentice Teaching in Culture, Art, and Technology (CAT) (4)"
HIGR 505,HIGR 505. Apprentice Teaching in Jewish Studies (4)
HDS  1,HDS  1. Introduction to Human Developmental Sciences (4)
HDS 60,HDS 60. Introduction to Statistical Analysis (4)
HDS 95,HDS 95. Career Development Seminar (1–2)
HDS 98,HDS 98. Directed Group Study (1–2)
HDS 99,HDS 99. Independent Study in Human Developmental Sciences (2–4)
HDS 110,HDS 110. Brain and Behavioral Development (4)
HDS 111,HDS 111. Evolutionary Principles in Human Development (4)
HDS 120,HDS 120. Language Development (4)
HDS 121,HDS 121. The Developing Mind (4)
HDS 122,HDS 122. Development of Social Cognition (4)
HDS 133,HDS 133. Cross-Cultural Perspectives on Developmental Science (4)
HDS 150,HDS 150. Senior Seminar (4)
HDS 160,HDS 160. Special Topics Seminar in Human Developmental Sciences (4)
HDS 171,HDS 171. Diversity in Human Development: A Cultural Competency Approach (4)
HDS 175,"HDS 175. Power, Wealth, and Inequality in Human Development (4)"
HDS 181,HDS 181. Experimental Projects in Human Development Research (6)
HDS 191,HDS 191. Field Research in Human Development (6)
HDS 193,HDS 193. Advanced Research in Human Developmental Sciences (4)
HDS 194A-B-C,HDS 194A-B-C. Honors Thesis in Human Developmental Sciences (4-4-4)
HDS 195,HDS 195. Instructional Apprentice in Human Developmental Sciences (4)
HDS 199,HDS 199. Independent Study in Human Developmental Sciences (4)
HMNR 100/SOCI 174/HITO 119,HMNR 100/SOCI 174/HITO 119. Introduction to Human Rights and Global Justice (4)
HMNR 101/ANSC 140,HMNR 101/ANSC 140. Human Rights II: Contemporary Issues (4)
HUM 1,HUM 1. The Foundations of Western Civilization: Israel and Greece (6)
HUM 2,"HUM 2. Rome, Christianity, and the Middle Ages (6)"
HUM 3,"HUM 3. Renaissance, Reformation, and Early Modern Europe (4)"
HUM 4,"HUM 4. Enlightenment, Romanticism, Revolution (1660–1848) (4)"
HUM 5,HUM 5. Modern Culture (1848–present) (4)
HUM 119,HUM 119. Special Topics in Humanities (4)
HUM 195,HUM 195. Methods of Teaching Humanities (4)
HUM 199,HUM 199. Special Studies (2–4)
HUM 200,HUM 200. Seminar in the Humanities (4)
INTL 97,INTL 97. Internship (1)
INTL 101,INTL 101. Culture and Society in International Perspective (4)
INTL 102,"INTL 102. Economics, Politics, and International Change (4)"
INTL 190,INTL 190. Seminar in International Studies (4)
INTL 190H,INTL 190H. Honors Seminar in International Studies (4)
INTL 196H,INTL 196H. International Studies Honors Program (4)
INTL 197,INTL 197. Internship (1)
JAPN 190,JAPN 190. Selected Topics in Contemporary Japanese Studies
JAPN 10A,JAPN 10A. First-Year Japanese (5)
JAPN 10B,JAPN 10B. First-Year Japanese (5)
JAPN 10C,JAPN 10C. First-Year Japanese (5)
JAPN 20A,JAPN 20A. Second-Year Japanese (5)
JAPN 20B,JAPN 20B. Second-Year Japanese (5)
JAPN 20C,JAPN 20C. Second-Year Japanese (5)
JAPN 130A,JAPN 130A. Third-Year Japanese (5)
JAPN 130B,JAPN 130B. Third-Year Japanese (5)
JAPN 130C,JAPN 130C. Third-Year Japanese (5)
JAPN 135A,JAPN 135A. Japanese for Professional Purposes (4)
JAPN 135B,JAPN 135B. Japanese for Professional Purposes (4)
JAPN 135C,JAPN 135C. Japanese for Professional Purposes (4)
JAPN 140A-B-C,JAPN 140A-B-C. Fourth-Year Japanese (4-4-4)
JAPN 150A-B-C,JAPN 150A-B-C. Advanced Japanese (4-4-4)
JWSP 1,JWSP 1. Beginning Hebrew (5)
JWSP 2,JWSP 2. Intermediate Hebrew (5)
JWSP 3,"JWSP 3. Intermediate Hebrew, Continued (5)"
JWSP 87,JWSP 87. First-year Student Seminar (1)
JWSP 101,JWSP 101. Introduction to Hebrew Texts (4)
JWSP 102,JWSP 102. Intermediate Hebrew Texts (4)
JWSP 103,JWSP 103. Advanced Hebrew Texts (4)
JWSP 110,JWSP 110. Introduction to Judaism (4)
JWSP 111,JWSP 111. Topics in Judaic Studies (4)
JWSP 130,JWSP 130. Introduction to the Old Testament: The Historical Books (4)
JWSP 131,JWSP 131. Introduction to the Old Testament: The Poetic Books (4)
"JWSP
		  196A","JWSP
		  196A. Jewish Studies Honors Course (4)"
"JWSP
		  196B","JWSP
		  196B. Jewish Studies Honors Course (4)"
JWSP 198,JWSP 198. Directed Group Study in Jewish Studies (1-4)
"JWSP
		  199","JWSP
		  199. Independent Study in Jewish Studies (1-4)"
LATI 10,LATI 10. Reading North by South: Latin American Studies and the US Liberation Movements (4)
LATI 50,LATI 50. Introduction to Latin America (4)
LATI 87,LATI 87. First-year Student Seminar (1)
LATI 122A,LATI 122A. Field Research Methods for Migration Studies: Seminar (4)
LATI 122B,LATI 122B. Field Research Methods for Migration Studies: Practicum (12)
LATI 122C,LATI 122C. Field Research Methods for Migration Studies: Data Analysis (4)
LATI 150,LATI 150. Digital Oral History in Latin America (4)
LATI 180,LATI 180. Special Topics in Latin American Studies (4)
LATI 190,LATI 190. Senior Seminar (4)
LATI 191,LATI 191. Honors Seminar (4)
LATI 199,LATI 199. Individual Study (4)
LATI 200,LATI 200. Core Seminar on Interdisciplinary Research and Methodology in Latin American Studies (4)
LATI 222A,LATI 222A. Field Research Methods for Migration Studies: Seminar (4)
LATI 222B,LATI 222B. Field Research Methods for Migration Studies: Practicum (12)
LATI 222C,LATI 222C. Field Research Methods for Migration Studies: Data Analysis (4)
LATI 298,LATI 298. Directed Reading (1–12)
LATI 299,LATI 299. Independent Research (1–12)
LATI 500,LATI 500. Teaching Apprenticeship (1–4)
LAWS 101,LAWS 101. Contemporary Legal Issues (4)
LAWS 102S,"LAWS 102S. Crimes, Civil Wrongs, and Constitution (4)"
LIGN 3,LIGN 3. Language as a Social and Cultural Phenomenon (4)
LIGN 4,LIGN 4. Language as a Cognitive System (4)
LIGN 5,LIGN 5. The Linguistics of Invented Languages (4)
LIGN 6,LIGN 6. Computers and Language (4)
LIGN 7,LIGN 7. Sign Language and Their Cultures (4)
LIGN 8,LIGN 8. Languages and Cultures in America (4)
LIGN 9GS,LIGN 9GS. Sign Languages and Deaf Culture in the U
LIGN 17,LIGN 17. Making and Breaking Codes (4)
LIGN 87,LIGN 87. First-year Student Seminar (1)
LIGN 101,LIGN 101. Introduction to the Study of Language (4)
LIGN 105,LIGN 105. Law and Language (4)
LIGN 108,LIGN 108. Languages of Africa (4)
LIGN 110,LIGN 110. Phonetics (4)
LIGN 111,LIGN 111. Phonology I (4)
LIGN 112,LIGN 112. Speech Sounds and Speech Disorders (4)
LIGN 113,LIGN 113. Hearing Science and Hearing Disorders (4)
LIGN 115,LIGN 115. Phonology II (4)
LIGN 118,LIGN 118. The Language of Comics (4)
LIGN 119,LIGN 119. First and Second Language Learning: From Childhood through Adolescence (4)
LIGN 120,LIGN 120. Morphology (4)
LIGN 121,LIGN 121. Syntax I (4)
LIGN 125,LIGN 125. Syntax II (4)
LIGN 130,LIGN 130. Semantics (4)
LIGN 139,LIGN 139. Field Methods (4)
LIGN 141,LIGN 141. Language Structures (4)
LIGN 143,LIGN 143. The Structure of Spanish (4)
LIGN 144,LIGN 144. Discourse Analysis: American Sign Language and Performing Arts (4)
LIGN 146,LIGN 146. Sociolinguistics in Deaf Communities (4)
LIGN 148,LIGN 148. Psycholinguistics of Sign Language (4)
LIGN 149GS,LIGN 149GS. The Historical Roots of American Sign Language (4)
LIGN 150,LIGN 150. Historical Linguistics (4)
LIGN 152,LIGN 152. Indigenous Languages of the Americas (4)
LIGN 154,LIGN 154. Language and Consciousness (4)
LIGN 155,LIGN 155. Evolution of Language (4)
LIGN 160,LIGN 160. Pragmatics (4)
LIGN 165,LIGN 165. Computational Linguistics (4)
LIGN 167,LIGN 167. Deep Learning for Natural Language Understanding (4)
LIGN 170,LIGN 170. Psycholinguistics (4)
LIGN 171,LIGN 171. Child Language Acquisition (4)
LIGN 174,LIGN 174. Gender and Language in Society (4)
LIGN 175,LIGN 175. Sociolinguistics (4)
LIGN 176,LIGN 176. Language of Politics and Advertising (4)
LIGN 177,LIGN 177. Multilingualism (4)
LIGN 178,LIGN 178. Spanish Sociolinguistics (4)
LIGN 179,LIGN 179. Second Language Acquisition Research (4)
LIGN 180,LIGN 180. Language Representation in the Brain (4)
LIGN 181,LIGN 181. Language Processing in the Brain (4)
LIGN 192,LIGN 192. Senior Seminar in Linguistics (1)
LIGN 195,LIGN 195. Apprentice Teaching (0–4)
LIGN 197,LIGN 197. Linguistics Internship (2 or 4)
LIGN 199,LIGN 199. Independent Study in Linguistics (2 or 4)
LIGN 199H,LIGN 199H. Honors Independent Study in Linguistics (4)
LIGN 200,LIGN 200. Research Forum (2)
LIGN 210,LIGN 210. Phonetics (4)
LIGN 211,LIGN 211. Phonology (4)
LIGN 214,LIGN 214. Topics in Phonetics (4)
LIGN 215,LIGN 215. Topics in Phonology (4)
LIGN 220,LIGN 220. Morphology (4)
LIGN 221,LIGN 221. Syntax (4)
LIGN 225,LIGN 225. Topics in Syntax (4)
LIGN 228,LIGN 228. Probabilistic Models of Cognition (4)
LIGN 230,LIGN 230. Semantics (4)
LIGN 232,LIGN 232. Semantic Development (4)
LIGN 235,LIGN 235. Topics in Semantics (2–4)
LIGN 238,LIGN 238. Topics in Cognitive Linguistics (0–4)
LIGN 240,LIGN 240. Field Methods (4)
LIGN 241,LIGN 241. Fieldwork (4)
LIGN 245,LIGN 245. Computational Corpus Linguistics (4)
LIGN 247,LIGN 247. Topics in Pragmatics (2–4)
LIGN 248,LIGN 248. Topics in Morphology (4)
LIGN 251,LIGN 251. Probabilistic Methods in Linguistics (4)
LIGN 252,LIGN 252. Advanced Probabilistic Models of Language (4)
LIGN 255,LIGN 255. Topics in Language Evolution (4)
LIGN 256,LIGN 256. Statistical Natural Language Processing (4)
LIGN 266,LIGN 266. Computational Pragmatics (4)
LIGN 270,LIGN 270. Topics in Psycholinguistics (4)
LIGN 271,LIGN 271. Advanced Topics in Psycholinguistics (4)
LIGN 272,LIGN 272. Topics in Neurolinguistics (4)
LIGN 274,LIGN 274. Computational Psycholinguistics (4)
LIGN 279,LIGN 279. Topics in Language Acquisition (4)
LIGN 280,LIGN 280. Sign Language Research (4)
LIGN 281,LIGN 281. Language Acquisition Theory and Research (4)
LIGN 282,LIGN 282. Biology and Environment in Language Acquisition (4)
LIGN 283,LIGN 283. Language and Conceptual Development (4)
LIGN 284,LIGN 284. Topics in Sign Language Research (4)
LIGN 293,LIGN 293. Research Practicum (0–4)
LIGN 296,LIGN 296. Directed Research (1–8)
LIGN 299,LIGN 299. Doctoral Research (1–12)
LIGN 500,LIGN 500. Linguistics Graduate Instructional Assistant Training (1–4)
LIGN 502,LIGN 502. Apprentice Teaching of Linguistics (1–4)
LIGN 503,LIGN 503. Apprentice Teaching of American Sign Language (1–4)
LIGN 504,LIGN 504. Apprentice Teaching of French (1–4)
LIGN 505,LIGN 505. Apprentice Teaching of German (1–4)
LIGN 506,LIGN 506. Apprentice Teaching of Italian (1–4)
LIGN 507,LIGN 507. Apprentice Teaching of Spanish (1–4)
LIGN 508,LIGN 508. Apprentice Teaching of Language/Directed Study (1–4)
LIGN 509,"LIGN 509. Apprentice Teaching, Head Teaching Assistant (1–4)"
LIGN 510,LIGN 510. Apprentice Teaching of Arabic (1–4)
LIGN 511,LIGN 511. Apprentice Teaching of Portuguese (1–4)
LIGN 512,LIGN 512. Apprentice Teaching of Heritage Korean (1–4)
LIGN 513,LIGN 513. Apprentice Teaching of Heritage Vietnamese (1–4)
LIGN 514,LIGN 514. Apprentice Teaching of Heritage Persian (1–4)
LIGN 515,LIGN 515. Apprentice Teaching of Heritage Filipino (1–4)
"Linguistics/American
		  Sign Language (LISL) 1A","Linguistics/American
		  Sign Language (LISL) 1A. American Sign Language Conversation (2"
"Linguistics/American
		  Sign Language (LISL) 1AX","Linguistics/American
		  Sign Language (LISL) 1AX. Analysis of American Sign Language (2"
"Linguistics/American
		  Sign Language (LISL) 1B","Linguistics/American
		  Sign Language (LISL) 1B. American Sign Language Conversation (2"
"Linguistics/American
		  Sign Language (LISL) 1BX","Linguistics/American
		  Sign Language (LISL) 1BX. Analysis of American Sign Language (2"
"Linguistics/American
		  Sign Language (LISL) 1C","Linguistics/American
		  Sign Language (LISL) 1C. American Sign Language Conversation (2"
"Linguistics/American
		  Sign Language (LISL) 1CX","Linguistics/American
		  Sign Language (LISL) 1CX. Analysis of American Sign Language (2"
"Linguistics/American
		  Sign Language (LISL) 1D","Linguistics/American
		  Sign Language (LISL) 1D. American Sign Language Conversation (2"
"Linguistics/American
		  Sign Language (LISL) 1DX","Linguistics/American
		  Sign Language (LISL) 1DX. Analysis of American Sign Language (2"
Linguistics/American Sign Language (LISL) 1E,Linguistics/American Sign Language (LISL) 1E. Intermediate American Sign Language Conversation (4)
"Linguistics/American Sign Language (LISL) 5A, 5B, 5C","Linguistics/American Sign Language (LISL) 5A, 5B, 5C. Fundamentals of American Sign Language (5)"
Linguistics/Arabic (LIAB) 1A,Linguistics/Arabic (LIAB) 1A. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1AX,Linguistics/Arabic (LIAB) 1AX. Analysis of Arabic (2
Linguistics/Arabic (LIAB) 1B,Linguistics/Arabic (LIAB) 1B. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1BX,Linguistics/Arabic (LIAB) 1BX. Analysis of Arabic (2
Linguistics/Arabic (LIAB) 1C,Linguistics/Arabic (LIAB) 1C. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1CX,Linguistics/Arabic (LIAB) 1CX. Analysis of Arabic (2
Linguistics/Arabic (LIAB) 1D,Linguistics/Arabic (LIAB) 1D. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1DX,Linguistics/Arabic (LIAB) 1DX. Analysis of Arabic (2
Linguistics/Arabic (LIAB) 1E,Linguistics/Arabic (LIAB) 1E. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1EX,Linguistics/Arabic (LIAB) 1EX. Arabic Conversation (2
Linguistics/Arabic (LIAB) 1F,Linguistics/Arabic (LIAB) 1F. Intermediate Arabic Conversation and Analysis (4)
Linguistics/Arabic (LIAB) 1G,Linguistics/Arabic (LIAB) 1G. Advanced Arabic (4)
Linguistics/French (LIFR) 1A,Linguistics/French (LIFR) 1A. French Conversation (2
Linguistics/French (LIFR) 1AX,Linguistics/French (LIFR) 1AX. Analysis of French (2
Linguistics/French (LIFR) 1B,Linguistics/French (LIFR) 1B. French Conversation (2
Linguistics/French (LIFR) 1BX,Linguistics/French (LIFR) 1BX. Analysis of French (2
Linguistics/French (LIFR) 1C,Linguistics/French (LIFR) 1C. French Conversation (2
Linguistics/French (LIFR) 1CX,Linguistics/French (LIFR) 1CX. Analysis of French (2
Linguistics/French (LIFR) 1D,Linguistics/French (LIFR) 1D. French Conversation (2
Linguistics/French (LIFR) 1DX,Linguistics/French (LIFR) 1DX. Analysis of French (2
"Linguistics/French (LIFR) 5B, 5C, 5D","Linguistics/French (LIFR) 5B, 5C, 5D. Fundamentals of French (5)"
Linguistics/French (LIFR) 11,Linguistics/French (LIFR) 11. Elementary French Reading (2–4)
Linguistics/German (LIGM) 1A,Linguistics/German (LIGM) 1A. German Conversation (2
Linguistics/German (LIGM) 1AX,Linguistics/German (LIGM) 1AX. Analysis of German (2
Linguistics/German (LIGM) 1B,Linguistics/German (LIGM) 1B. German Conversation (2
Linguistics/German (LIGM) 1BX,Linguistics/German (LIGM) 1BX. Analysis of German (2
Linguistics/German (LIGM) 1C,Linguistics/German (LIGM) 1C. German Conversation (2
Linguistics/German (LIGM) 1CX,Linguistics/German (LIGM) 1CX. Analysis of German (2
Linguistics/German (LIGM) 1D,Linguistics/German (LIGM) 1D. German Conversation (2
Linguistics/German (LIGM) 1DX,Linguistics/German (LIGM) 1DX. Analysis of German (2
Linguistics/German (LIGM) 11,Linguistics/German (LIGM) 11. Elementary German Reading (2–4)
"Linguistics/German
		  (LIGM) 5A, 5B, 5C, 5D","Linguistics/German
		  (LIGM) 5A, 5B, 5C, 5D. Fundamentals of German (5)"
Linguistics/Heritage Languages (LIHL) 16,Linguistics/Heritage Languages (LIHL) 16. Arabic Literacy for Arabic Speakers (4)
Linguistics/Heritage Languages (LIHL) 17,Linguistics/Heritage Languages (LIHL) 17. Persian Literacy for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 112F,Linguistics/Heritage Languages (LIHL) 112F. Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 112W,Linguistics/Heritage Languages (LIHL) 112W. Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 112P,Linguistics/Heritage Languages (LIHL) 112P. Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 132F,Linguistics/Heritage Languages (LIHL) 132F. Advanced Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 132W,Linguistics/Heritage Languages (LIHL) 132W. Advanced Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 132P,Linguistics/Heritage Languages (LIHL) 132P. Advanced Filipino for Filipino Speakers (4)
Linguistics/Heritage Languages (LIHL) 113,Linguistics/Heritage Languages (LIHL) 113. Armenian for Armenian Speakers (4)
Linguistics/Heritage Languages (LIHL) 114F,Linguistics/Heritage Languages (LIHL) 114F. Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 114W,Linguistics/Heritage Languages (LIHL) 114W. Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 114P,Linguistics/Heritage Languages (LIHL) 114P. Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 134F,Linguistics/Heritage Languages (LIHL) 134F. Advanced Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 134W,Linguistics/Heritage Languages (LIHL) 134W. Advanced Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 134P,Linguistics/Heritage Languages (LIHL) 134P. Advanced Vietnamese for Vietnamese Speakers (4)
Linguistics/Heritage Languages (LIHL) 115F,Linguistics/Heritage Languages (LIHL) 115F. Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 115W,Linguistics/Heritage Languages (LIHL) 115W. Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 115P,Linguistics/Heritage Languages (LIHL) 115P. Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 135F,Linguistics/Heritage Languages (LIHL) 135F. Advanced Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 135W,Linguistics/Heritage Languages (LIHL) 135W. Advanced Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 135P,Linguistics/Heritage Languages (LIHL) 135P. Advanced Korean for Korean Speakers (4)
Linguistics/Heritage Languages (LIHL) 116F,Linguistics/Heritage Languages (LIHL) 116F. Arabic for Arabic Speakers (4)
Linguistics/Heritage Languages (LIHL) 116W,Linguistics/Heritage Languages (LIHL) 116W. Arabic for Arabic Speakers (4)
Linguistics/Heritage Languages (LIHL) 116P,Linguistics/Heritage Languages (LIHL) 116P. Arabic for Arabic Speakers (4)
Linguistics/Heritage Languages (LIHL) 136,Linguistics/Heritage Languages (LIHL) 136. Advanced Arabic for Arabic Speakers (4)
Linguistics/Heritage Languages (LIHL) 117F,Linguistics/Heritage Languages (LIHL) 117F. Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 117W,Linguistics/Heritage Languages (LIHL) 117W. Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 117P,Linguistics/Heritage Languages (LIHL) 117P. Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 137F,Linguistics/Heritage Languages (LIHL) 137F. Advanced Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 137W,Linguistics/Heritage Languages (LIHL) 137W. Advanced Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 137P,Linguistics/Heritage Languages (LIHL) 137P. Advanced Persian for Persian Speakers (4)
Linguistics/Heritage Languages (LIHL) 118,Linguistics/Heritage Languages (LIHL) 118. Cantonese for Cantonese Speakers (4)
Linguistics/Heritage Languages (LIHL) 138,Linguistics/Heritage Languages (LIHL) 138. Advanced Cantonese for Cantonese Speakers (4)
Linguistics/Heritage Languages (LIHL) 119F,Linguistics/Heritage Languages (LIHL) 119F. Hindi for Hindi Speakers (4)
Linguistics/Heritage Languages (LIHL) 119W,Linguistics/Heritage Languages (LIHL) 119W. Hindi for Hindi Speakers (4)
Linguistics/Heritage Languages (LIHL) 119P,Linguistics/Heritage Languages (LIHL) 119P. Hindi for Hindi Speakers (4)
Linguistics/Heritage Languages (LIHL) 139F,Linguistics/Heritage Languages (LIHL) 139F. Advanced Hindi for Hindi Speakers (4)
Linguistics/Heritage Languages (LIHL) 139W,Linguistics/Heritage Languages (LIHL) 139W. Advanced Hindi for Hindi Speakers (4)
Linguistics/Heritage Languages (LIHL) 139P,Linguistics/Heritage Languages (LIHL) 139P. Advanced Hindi for Hindi Speakers (4)
Linguistics/Hindi (LIHI) 1A,Linguistics/Hindi (LIHI) 1A. Hindi Conversation (2
Linguistics/Hindi (LIHI) 1AX,Linguistics/Hindi (LIHI) 1AX. Analysis of Hindi (2
Linguistics/Hindi (LIHI) 1B,Linguistics/Hindi (LIHI) 1B. Hindi Conversation (2
Linguistics/Hindi (LIHI) 1BX,Linguistics/Hindi (LIHI) 1BX. Analysis of Hindi (2
"Linguistics/Hindi
		  (LIHI) 1C","Linguistics/Hindi
		  (LIHI) 1C. Hindi Conversation (2"
Linguistics/Hindi (LIHI) 1CX,Linguistics/Hindi (LIHI) 1CX. Analysis of Hindi (2
Linguistics/Hindi (LIHI) 1D,Linguistics/Hindi (LIHI) 1D. Hindi Conversation (2
Linguistics/Hindi (LIHI) 1DX,Linguistics/Hindi (LIHI) 1DX. Analysis of Hindi (2
"Linguistics/Italian
		  (LIIT) 1A","Linguistics/Italian
		  (LIIT) 1A. Italian Conversation (2"
Linguistics/Italian (LIIT) 1AX,Linguistics/Italian (LIIT) 1AX. Analysis of Italian (2
Linguistics/Italian (LIIT) 1B,Linguistics/Italian (LIIT) 1B. Italian Conversation (2
Linguistics/Italian (LIIT) 1BX,Linguistics/Italian (LIIT) 1BX. Analysis of Italian (2
Linguistics/Italian (LIIT) 1C,Linguistics/Italian (LIIT) 1C. Italian Conversation (2
Linguistics/Italian (LIIT) 1CX,Linguistics/Italian (LIIT) 1CX. Analysis of Italian (2
Linguistics/Italian (LIIT) 1D,Linguistics/Italian (LIIT) 1D. Italian Conversation (2
Linguistics/Italian (LIIT) 1DX,Linguistics/Italian (LIIT) 1DX. Analysis of Italian (2
Linguistics/Italian (LIIT) 5AS,Linguistics/Italian (LIIT) 5AS. Fundamentals of Italian I (5)
Linguistics/Italian (LIIT) 5BS,Linguistics/Italian (LIIT) 5BS. Fundamentals of Italian II (5)
