id,label
BIPN 102,BIPN 102. Human Physiology II (4)
BIPN 105,BIPN 105. Animal Physiology Lab (6)
BIPN 106,BIPN 106. Comparative Physiology (4)
BIPN 108,BIPN 108. Biology and Medicine of Exercise (4)
BIPN 120,BIPN 120. Endocrinology (4)
BIPN 134,BIPN 134. Human Reproduction (4)
BIPN 140,BIPN 140. Cellular Neurobiology (4)
BIPN 142,BIPN 142. Systems Neurobiology (4)
BIPN 144,BIPN 144. Developmental Neurobiology (4)
BIPN 145,BIPN 145. Neurobiology Laboratory (4)
BIPN 146,BIPN 146. Computational Cellular Neurobiology (4)
BIPN 147,BIPN 147. Computational Systems Neurobiology (4)
BIPN 148,BIPN 148. Cellular Basis of Learning and Memory (4)
BIPN 150,BIPN 150. Diseases of the Nervous System (4)
BIPN 152,BIPN 152. The Healthy and Diseased Brain (4)
BIPN 154,BIPN 154. Neurobiology of Stress and Mental Disorders (4)
BIPN 160,BIPN 160. Neuroanatomy (4)
BIPN 162,BIPN 162. Neural Data Science (4)
BIPN 189,"BIPN 189. Brain, Behavior, and Evolution (4)"
BIPN 194,BIPN 194. Advanced Topics in Modern Biology: Physiology and Neuroscience (2)
BISP 170,BISP 170. Bioscholars Seminar: From Bench to Bedside and Beyond (2)
BISP 191,BISP 191. Biology Transfers: Strategies for Success (1)
BISP 192,BISP 192. Senior Seminar in Biology (1)
BISP 193,BISP 193. Biology Education Research (2 or 4)
BISP 194,BISP 194. Advanced Topics in Modern Biology (2)
BISP 195,BISP 195. Undergraduate Instructional Apprenticeship in Biological Sciences (4)
BISP 196,BISP 196. Honors Thesis in Biological Sciences (4)
BISP 197,BISP 197. Biology Internship Program (2 or 4)
BISP 198,BISP 198. Directed Group Study (1 to 4)
BISP 199,BISP 199. Individual Research for Undergraduates (2 or 4)
BGGN 200,BGGN 200. Graduate School Fundamentals: Introduction to Graduate Studies in the Division of Biological Sciences (2)
BGGN 201,BGGN 201. Methods in Computational Neuroscience (3)
BGGN 202,BGGN 202. Professional Development for Biologists (2)
BGGN 203,"BGGN 203. Topics in Ecology, Behavior, and Evolution (3)"
BGGN 204,BGGN 204. Topics in Community and Population Ecology (3)
BGGN 205,BGGN 205. Communicating Science (2)
BGGN 206A,BGGN 206A. Concepts of Reasoning and Experimentation (CORE) I (4)
BGGN 206B,BGGN 206B. Concepts of Reasoning and Experimentation (CORE) II (4)
BGGN 207,BGGN 207. Scientific Ethics (1)
BGGN 208,BGGN 208. Biological Sciences Graduate Boot Camp (4)
BGGN 210,BGGN 210. Neurobiology Boot Camp (4)
BGGN 211,BGGN 211. Recent Advances and Experimental Approaches in Modern Biology (4)
BGGN 212,BGGN 212. Introduction to Quantitative Evolutionary Biology (4)
BGGN 213,BGGN 213. Foundations of Bioinformatics (4)
BGGN 214,BGGN 214. Introduction to Q-Biology (4)
BGGN 215,BGGN 215. Applied Bioinformatics Lab (4)
BGGN 216,BGGN 216. Graduate Biostatistics (4)
BGGN 218,BGGN 218. Principles of Drug Development and Pharmacology (4)
BGGN 220,BGGN 220. Graduate Molecular Biology (6)
BGGN 222,BGGN 222. Graduate Cell Biology (4)
BGGN 223,BGGN 223. Graduate Genetics (4)
BGGN 225,BGGN 225. Graduate Immunology (4)
BGGN 226,BGGN 226. Graduate Animal Virology (4)
BGGN 227,BGGN 227. Graduate Topics in Plant Biology (4)
BGGN 228,BGGN 228. Graduate Developmental Biology (4)
BGGN 230,BGGN 230. Graduate Signal Transduction (4)
BGGN 231,BGGN 231. Current Concepts in Stem Cell Biology (4)
BGGN 232,BGGN 232. Innate Immunity (4)
BGGN 234,BGGN 234. Practical Histopathology and Mouse Models of Human Disease (2)
BGGN 236,BGGN 236. Advanced Glycobiology (4)
BGGN 237,BGGN 237. Quantitative Methods in Genetics (4)
BGGN 238A,BGGN 238A. Integrative Microbiology I (4)
BGGN 238B,BGGN 238B. Integrative Microbiology II (4)
BGGN 240,BGGN 240. Neural Data Science (4)
BGGN 245,BGGN 245. Advanced Topics in Cancer Research and Therapy (2)
BGGN 246A,BGGN 246A. Computational Neurobiology (2)
BGGN 248,BGGN 248. Molecular Mechanisms of Neural Development (4)
BGGN 249A-B-C,BGGN 249A-B-C. Basic Neuroscience (4-4-4)
BGGN 250,BGGN 250. Developmental Neurobiology (4)
BGGN 251,BGGN 251. Computational Cellular Neurobiology (4)
BGGN 252,BGGN 252. Computational Systems Neurobiology (4)
BGGN 253,BGGN 253. Neurobiology of Stress and Mental Disorders (4)
BGGN 254,BGGN 254. Neuroanatomy (4)
BGGN 255,BGGN 255. Systems and Circuits Neuroscience (4)
BGGN 259,BGGN 259. Quantitative Physiology (2)
BGGN 260,BGGN 260. Neurodynamics (4)
BGGN 262,BGGN 262. 3-D Cryo-Electron Microscopy of Macromolecules and Cells (4)
BGGN 266,BGGN 266. Advanced Laboratory in Biophysical Techniques (6)
BGGN 271,BGGN 271. Advanced Experimental Methods in Biology (4–12)
BGGN 280,BGGN 280. Advanced Topics in Modern Biology: Biochemistry (2)
BGGN 281,BGGN 281. Advanced Topics in Modern Biology: Cellular Development (2)
BGGN 282,"BGGN 282. Advanced Topics in Modern Biology: Ecology, Behavior, and Evolution (2)"
BGGN 283,BGGN 283. Advanced Topics in Modern Biology: Molecular Biology (2)
BGGN 284,BGGN 284. Advanced Topics in Modern Biology: Physiology and Neuroscience (2)
BGGN 285,BGGN 285. Advanced Topics in Modern Biology (2)
BGGN 290,BGGN 290. Advances in Cellular and Molecular Mechanisms (1)
BGGN 292,BGGN 292. Professional Pathways in Biological Sciences (1)
BGGN 293,BGGN 293. Scientific Writing in Biology (4)
BGGN 295,BGGN 295. Scientific Presentation in Biology (4)
BGGN 297,BGGN 297. Research Conference (1–3)
BGGN 298,BGGN 298. Laboratory Projects in Biology (3–12)
BGGN 299,BGGN 299. Thesis Research in Biology (1–12)
BGGN 500,BGGN 500. Introduction to College Biology Education (4)
BGJC 207,BGJC 207. Journal Club in Neurobiology (1)
BGJC 208,BGJC 208. Journal Club in Plant Molecular Biology (1)
BGJC 213,BGJC 213. Journal Club in Computational Neurobiology (1)
BGRD 200,BGRD 200. Research Discussion (1)
BGRD 205,BGRD 205. Research Discussion in Plant Membrane Biology (1)
BGRD 207,BGRD 207. Research Discussion in Neuronal Pattern Generation (1)
BGRD 210,BGRD 210. Research Discussion in Virology (1)
BGRD 211,BGRD 211. Research Discussion in Developmental Cellular Neurobiology (1)
BGRD 212,BGRD 212. Research Discussion in Behavior and Development of Simple Nervous Systems (1)
BGRD 213,BGRD 213. Research Discussion in Golgi Structure and Function (1)
BGRD 216,BGRD 216. Research Discussion in Molecular and Cell Biology (1)
BGRD 218,BGRD 218. Research Discussion in Plant Molecular Genetics (1)
BGRD 221,BGRD 221. Research Discussion in Behavioral Ecology (1)
BGRD 222,BGRD 222. Research Discussion in Evolutionary Molecular Ecology (1)
BGRD 230,BGRD 230. Research Discussion in Cell Signaling Pathways (1)
BGRD 231,BGRD 231. Research Discussion in Nuclear Transport and Function (1)
BGRD 234,BGRD 234. Research Discussion in Cell Signaling in Drosophila (3)
BGSE 200,BGSE 200. Seminar in Biology (1)
BGSE 205,BGSE 205. Graduate Research Seminar (1)
BIOM 200A,BIOM 200A. Molecules to Organisms: Concepts (6)
BIOM 200B,BIOM 200B. Molecules to Organisms: Approaches (2)
BIOM 201,BIOM 201. Seminars in Biomedical Research (4)
BIOM 202,BIOM 202. Biomedical Sciences Research Rotation (3)
BIOM 209,"BIOM 209. Lipid Cell Signaling Genomics, Proteomics, and Metabolomics (2)"
BIOM 218,BIOM 218. Current Topics in Anthropogeny (1)
BIOM 219,BIOM 219. Ethics in Scientific Research (1)
BIOM 222,BIOM 222. Essentials of Glycobiology (2)
BIOM 224,BIOM 224. Topics in Cancer Research (2)
BIOM 225,BIOM 225. Introduction to Anthropogeny (2)
BIOM 226,BIOM 226. Hormone Action (3)
BIOM 227,BIOM 227. Mouse Models of Human Disease (2)
BIOM 228,BIOM 228. Modern Drug Discovery Technologies (2)
BIOM 229,BIOM 229. Advanced Anthropogeny (2)
BIOM 231,BIOM 231. Contemporary Topics in Pharmacology (2)
BIOM 232,BIOM 232. In vivo Cellular and Molecular Imaging (1)
BIOM 233,BIOM 233. Structural Biology in Cell Signaling and Drug Discovery (2)
BIOM 234,BIOM 234. Practical Histopathology and Mouse Models of Human Diseases (2)
BIOM 235,BIOM 235. Pharmacogenomics (3)
BIOM 240,BIOM 240. Critical Reading in Cell Biology (3)
BIOM 242,BIOM 242. Seminar in Genetics (1)
BIOM 246,BIOM 246. Current Literature in Glycobiology (1)
BIOM 252,BIOM 252. Genetics and Genomics (3)
BIOM 253,BIOM 253. Pathogens and Host Defense (3)
BIOM 254,BIOM 254. Molecular and Cell Biology (3)
BIOM 255,BIOM 255. Molecular Basis of Drug Action and Disease Therapy (3)
BIOM 256,BIOM 256. Molecular Pathology of Cancer (3)
BIOM 262,BIOM 262. Quantitative Methods in Genetics (4)
BIOM 264,BIOM 264. Molecular and Cellular Basis of Disease (2)
BIOM 266,BIOM 266. Environmental and Molecular Toxicology (4)
BIOM 267,"BIOM 267. Drug Discovery, Development, and Commercialization (3)"
BIOM 272,BIOM 272. Seminars in Genetics (2)
BIOM 273,BIOM 273. Seminars in Microbiology (2)
BIOM 274,BIOM 274. Seminars in Molecular and Cell Biology (2)
BIOM 275,BIOM 275. Seminars in Pharmacology (2)
BIOM 276,BIOM 276. Seminars in Physiology (2)
BIOM 277,BIOM 277. Seminars in Molecular Pathology (2)
BIOM 283,BIOM 283. Supramolecular Structure Determination Laboratory (4)
BIOM 285,BIOM 285. Statistical Inference in the Medical Sciences (2)
BIOM 287,BIOM 287. Tissue Engineering Laboratory (4)
BIOM 294,BIOM 294. Pharmacology and Molecular Biology Journal Club (0–1)
BIOM 295,BIOM 295. Pharmacology Research Discussions (0–1)
BIOM 296,BIOM 296. Directed Reading (1–4)
BIOM 297,BIOM 297. Progress in Signal Transduction (1)
BIOM 298,BIOM 298. Directed Study (1–12)
BIOM 299,BIOM 299. Independent Study or Research (1–12)
CHEM 1,CHEM 1. The Scope of Chemistry and Biochemistry (1)
CHEM 4,CHEM 4. Chemical Thinking (4)
CHEM 6A,CHEM 6A. General Chemistry I (4)
CHEM 6AH,CHEM 6AH. Honors General Chemistry I (4)
CHEM 6B,CHEM 6B. General Chemistry II (4)
CHEM 6BH,CHEM 6BH. Honors General Chemistry II (4)
CHEM 6C,CHEM 6C. General Chemistry III (4)
CHEM 6CH,CHEM 6CH. Honors General Chemistry III (4)
CHEM 7L,CHEM 7L. General Chemistry Laboratory (4)
CHEM 7LM,CHEM 7LM. General Chemistry Laboratory for Majors (4)
CHEM 11,CHEM 11. The Periodic Table (4)
CHEM 12,CHEM 12. Molecules and Reactions (4)
CHEM 13,CHEM 13. Chemistry of Life (4)
CHEM 40A,CHEM 40A. Organic Chemistry I (4)
CHEM 40AH,CHEM 40AH. Honors Organic Chemistry I (4)
CHEM 40B,CHEM 40B. Organic Chemistry II (4)
CHEM 40BH,CHEM 40BH. Honors Organic Chemistry II (4)
CHEM 40C,CHEM 40C. Organic Chemistry III (4)
CHEM 40CH,CHEM 40CH. Honors Organic Chemistry (4)
CHEM 43A,CHEM 43A. Organic Chemistry Laboratory (4)
CHEM 43AM,CHEM 43AM. Organic Chemistry Laboratory for Majors (4)
CHEM 87,CHEM 87. First-year Student Seminar in Chemistry and Biochemistry (1)
CHEM 96,CHEM 96. Introduction to Teaching Science (2)
CHEM 99,CHEM 99. Independent Study (2 or 4)
CHEM 99H,CHEM 99H. Independent Study (1)
CHEM 100A,CHEM 100A. Analytical Chemistry Laboratory (4)
CHEM 100B,CHEM 100B. Instrumental Chemistry Laboratory (5)
CHEM 105A,CHEM 105A. Physical Chemistry Laboratory (4)
CHEM 105B,CHEM 105B. Physical Chemistry Laboratory (4)
CHEM 108,CHEM 108. Protein Biochemistry Laboratory (6)
CHEM 109,CHEM 109. Recombinant DNA Laboratory (6)
CHEM 111,CHEM 111. Origins of Life and the Universe (4)
CHEM 113,CHEM 113. Biophysical Chemistry of Macromolecules (4)
CHEM 114A,CHEM 114A. Biochemical Structure and Function (4)
CHEM 114B,CHEM 114B. Biochemical Energetics and Metabolism (4)
CHEM 114C,CHEM 114C. Biosynthesis of Macromolecules (4)
CHEM 114D,CHEM 114D. Molecular and Cellular Biochemistry (4)
CHEM 115,"CHEM 115. Genome, Epigenome, and Transcriptome Editing (4)"
CHEM 116,CHEM 116. Chemical Biology (4)
CHEM 118,CHEM 118. Pharmacology and Toxicology (4)
CHEM 119,CHEM 119. RNA Biochemistry (4)
CHEM 120A,CHEM 120A. Inorganic Chemistry I (4)
CHEM 120B,CHEM 120B. Inorganic Chemistry II (4)
CHEM 123,CHEM 123. Advanced Inorganic Chemistry Laboratory (4)
CHEM 125,CHEM 125. Bioinorganic Chemistry (4)
CHEM 126A,CHEM 126A. Physical Biochemistry I: Thermodynamics and Kinetics of Biomolecules (4)
CHEM 126B,CHEM 126B. Physical Biochemistry II: Quantum and Statistical Mechanics of Biomolecules (4)
CHEM 130,CHEM 130. Chemical Physics: Quantum Mechanics (4)
CHEM 131,CHEM 131. Chemical Physics: Stat Thermo I (4)
CHEM 132,CHEM 132. Chemical Physics: Stat Thermo II (4)
CHEM 134,CHEM 134. Polymeric Materials (4)
CHEM 135,CHEM 135. Molecular Spectroscopy (4)
CHEM 141,CHEM 141. Organic Nanomaterials (4)
CHEM 142,CHEM 142. Introduction to Glycosciences (4)
CHEM 143B,CHEM 143B. Organic Chemistry Laboratory (4)
CHEM 143C,CHEM 143C. Organic Chemistry Laboratory (4)
CHEM 143D,CHEM 143D. Molecular Design and Synthesis (4)
CHEM 145,CHEM 145. Biofuels and Renewable Materials (4)
CHEM 146,CHEM 146. Kinetics and Mechanism of Organic Reactions (4)
CHEM 151,CHEM 151. Molecules that Changed the World (4)
CHEM 152,CHEM 152. Synthetic Methods in Organic Chemistry (4)
CHEM 154,CHEM 154. Mechanisms of Organic Reactions (4)
CHEM 155,CHEM 155. Synthesis of Complex Molecules (4)
CHEM 156,CHEM 156. Structure and Properties of Organic Molecules (4)
CHEM 157,CHEM 157. Bioorganic and Natural Products Chemistry (4)
CHEM 158,CHEM 158. Applied Spectroscopy (4)
CHEM 164,CHEM 164. Structural Biology of Viruses (4)
CHEM 165,CHEM 165. 3D Cryo-Electron Microscopy of Macromolecules and Cells (4)
CHEM 167,CHEM 167. Medicinal Chemistry (4)
CHEM 168,CHEM 168. Drug Synthesis and Design (4)
CHEM 171,CHEM 171. Environmental Chemistry I (4)
CHEM 172,CHEM 172. Environmental Chemistry II (4)
CHEM 173,CHEM 173. Atmospheric Chemistry (4)
CHEM 174,CHEM 174. Chemical Principles of Marine Systems (4)
CHEM 184,CHEM 184. Computational Molecular Biology (4)
CHEM 185,CHEM 185. Quantum Chemistry Lab (4)
CHEM 186,CHEM 186. Molecular Simulations Lab (4)
CHEM 187,CHEM 187. Foundations of Teaching and Learning Science (4)
CHEM 188,CHEM 188. Capstone Seminar in Science Education (4)
CHEM 192,CHEM 192. Senior Seminar in Chemistry and Biochemistry (1)
CHEM 194,CHEM 194. Special Topics in Chemistry (2)
CHEM 195,CHEM 195. Methods of Teaching Chemistry (4)
CHEM 196,CHEM 196. Reading and Research in Chemical Education (2 or 4)
CHEM 197,CHEM 197. Chemistry Internship (2 or 4)
CHEM 198,CHEM 198. Directed Group Study (1–4)
CHEM 199,CHEM 199. Reading and Research (2 or 4)
CHEM 200B,CHEM 200B. Fundamentals of Instrumental Analysis (4)
CHEM 204,CHEM 204. Introduction to X-ray Crystallography (4)
CHEM 207,CHEM 207. Protein NMR (4)
CHEM 209,CHEM 209. Macromolecular Recognition (4)
CHEM 210,"CHEM 210. Lipid Cell Signaling Genomics, Proteomics, and Metabolomics (2)"
CHEM 212,CHEM 212. Biochemistry and Biophysics of Cell Membranes (4)
CHEM 213A,CHEM 213A. Structure of Biomolecules and Biomolecular Assemblies (4)
CHEM 213B,CHEM 213B. Biophysical Chemistry of Macromolecules (4)
CHEM 214,CHEM 214. Molecular and Cellular Biochemistry (4)
CHEM 215,"CHEM 215. Genome, Epigenome, and Transcriptome Editing (4)"
CHEM 216,CHEM 216. Chemical Biology (4)
CHEM 217,"CHEM 217. RNA Structure, Function, and Biology (4)"
CHEM 219A,CHEM 219A. Special Topics in Biochemistry (4)
CHEM 219B,CHEM 219B. Special Topics in Biochemistry (4)
CHEM 219C,CHEM 219C. Special Topics in Biochemistry (2 or 4)
CHEM 220,CHEM 220. Regulatory Circuits in Cells (4)
CHEM 221,CHEM 221. Signal Transduction (4)
CHEM 222,CHEM 222. Structure and Analysis of Solids (4)
CHEM 223,CHEM 223. Organometallic Chemistry (4)
CHEM 224,CHEM 224. Spectroscopic Techniques (4)
CHEM 225,CHEM 225. Bioinorganic Chemistry (4)
CHEM 226,CHEM 226. Transition Metal Chemistry (4)
CHEM 227,CHEM 227. Seminar in Inorganic Chemistry (2)
CHEM 228,CHEM 228. Solid State Chemistry (4)
CHEM 229,CHEM 229. Special Topics in Inorganic Chemistry (2–4)
CHEM 230A,CHEM 230A. Quantum Mechanics I (4)
CHEM 230B,CHEM 230B. Quantum Mechanics II (4)
CHEM 231,CHEM 231. Chemical Kinetics and Molecular Reaction Dynamics (4)
CHEM 232A,CHEM 232A. Statistical Mechanics I (4)
CHEM 232B,CHEM 232B. Statistical Mechanics II (4)
CHEM 235,CHEM 235. Molecular Spectroscopy (4)
CHEM 236,CHEM 236. Chemical Dynamics on Surfaces (4)
CHEM 239,CHEM 239. Special Topics in Chemical Physics (2 or 4)
CHEM 240,CHEM 240. Electrochemistry (4)
CHEM 241,CHEM 241. Organic Nanomaterials (4)
CHEM 242,CHEM 242. Introduction to Glycosciences (4)
CHEM 246,CHEM 246. Kinetics and Mechanism (4)
CHEM 250,CHEM 250. Research Survival Skills (2)
CHEM 251,CHEM 251. Research Conference (2)
CHEM 252,CHEM 252. Synthetic Methods in Organic Chemistry (4)
CHEM 253,CHEM 253. Antibiotics (4)
CHEM 254,CHEM 254. Mechanisms of Organic Reactions (4)
CHEM 255,CHEM 255. Synthesis of Complex Molecules (4)
CHEM 256,CHEM 256. Structure and Properties of Organic Molecules (4)
CHEM 257,CHEM 257. Bioorganic and Natural Products Chemistry (4)
CHEM 258,CHEM 258. Applied Spectroscopy (4)
CHEM 259,CHEM 259. Special Topics in Organic Chemistry (2–4)
CHEM 260,CHEM 260. Light and Electron Microscopy of Cells and Tissue (4)
CHEM 262,CHEM 262. Inorganic Chemistry and NMR (4)
CHEM 264,CHEM 264. Structural Biology of Viruses (4)
CHEM 265,CHEM 265. 3D Electron Microscopy of Macromolecules (4)
CHEM 267,"CHEM 267. Environmental Nanotechnology, Sustainable Nanotechnology, and Nanotoxicity (4)"
CHEM 270A-B-C,CHEM 270A-B-C. Current Topics in Environmental Chemistry (2-2-2)
CHEM 271,CHEM 271. Special Topics in Analytical Chemistry (4)
CHEM 273,CHEM 273. Atmospheric Chemistry (4)
CHEM 276,CHEM 276. Numerical Analysis in Multiscale Biology (4)
CHEM 280,CHEM 280. Applied Bioinformatics (4)
CHEM 283,CHEM 283. Supramolecular Structure Determination Laboratory (4)
CHEM 285,CHEM 285. Quantum Chemistry Lab (4)
CHEM 286,CHEM 286. Molecular Simulations Lab (4)
CHEM 291,CHEM 291. Molecular Biophysics Student Seminar (2)
CHEM 294,CHEM 294. Organic Chemistry Seminar (2)
CHEM 295,CHEM 295. Biochemistry Seminar (2)
CHEM 296,CHEM 296. Chemical Physics Seminar (2)
CHEM 297,CHEM 297. Experimental Methods in Chemistry (4)
CHEM 298,CHEM 298. Special Study in Chemistry (1–12)
CHEM 299,CHEM 299. Research in Chemistry (1–12)
CHEM 500,CHEM 500. Apprentice Teaching (4)
CHEM 509,CHEM 509. Teaching Methods in Chemistry and Biochemistry (2)
CHIN 10AN,CHIN 10AN. First Year Chinese—Nonnative speakers I (5)
"CHIN
          10AM","CHIN
          10AM. First Year Chinese—Mandarin speakers I (5)"
CHIN 10AD,CHIN 10AD. First Year Chinese—Dialect speakers I (5)
CHIN 10BN,CHIN 10BN. First Year Chinese—Nonnative speakers II (5)
CHIN 10BM,CHIN 10BM. First Year Chinese—Mandarin speakers II (5)
CHIN 10BD,CHIN 10BD. First Year Chinese—Dialect speakers II (5)
CHIN 10CN,CHIN 10CN. First Year Chinese—Nonnative speakers III (5)
CHIN 10CM,CHIN 10CM. First Year Chinese—Mandarin speakers III (5)
CHIN 10CD,CHIN 10CD. First Year Chinese—Dialect speakers III (5)
CHIN 20AN,CHIN 20AN. Second Year Chinese—Nonnative speakers I (4)
CHIN 20AM,CHIN 20AM. Second Year Chinese—Mandarin speakers I (4)
CHIN 20AD,CHIN 20AD. Second Year Chinese—Dialect speakers I (4)
CHIN 20BN,CHIN 20BN. Second Year Chinese—Nonnative speakers II (4)
CHIN 20BM,CHIN 20BM. Second Year Chinese—Mandarin speakers II (4)
CHIN 20BD,CHIN 20BD. Second Year Chinese—Dialect speakers II (4)
CHIN 20CN,CHIN 20CN. Second Year Chinese—Nonnative speakers III (4)
CHIN 20CM,CHIN 20CM. Second Year Chinese—Mandarin speakers III (4)
CHIN 20CD,CHIN 20CD. Second Year Chinese—Dialect speakers III (4)
CHIN 100AN,CHIN 100AN. Third Year Chinese—Nonnative speakers I (4)
CHIN 100AM,CHIN 100AM. Third Year Chinese—Mandarin speakers I (4)
CHIN 100BN,CHIN 100BN. Third Year Chinese—Nonnative speakers II (4)
